pharmacy_name,address,city,postal_code,phone,fax
SARDIS PHARMACY,7 - 7201 Vedder Road,Chilliwack,V2R 4G5,(604) 705-1030,(604) 705-1031
SATNAM PHARMACY,"Satnam Plaza, #115 - 7130 120 St",Surrey,V3W 3M8,(604) 597-5947,(604) 597-5945
SCOTT 75 PHARMACY,#113-7500 120 St,Surrey,V3W 3N1,(604) 503-8355,(604) 503-8356
SCOTT ROAD PHARMACY,102 - 6905 120th St,Delta,V4E 2A8,(604) 591-5080,(604) 394-2115
SCOTTCARE PHARMACY,Unit 202 - 9278 120 St,Surrey,V3V 4B8,(604) 498-0856,(604) 498-0857
SCRIPT CARE PHARMACY,114 - 6741 Cariboo Rd,Burnaby,V3N 4A3,(604) 415-9607,(604) 415-9608
SEABIRD PHARMACY,2895 Chowat Rd,Agassiz,V0M 1A2,(604) 491-4477,(604) 491-4478
SECHELT PHARMACY,5648 Dolphin St,Sechelt,V0N 3A0,(604) 740-8111,(604) 740-8851
SENTREX PHARMACY,1696 West 75th Ave,Vancouver,V6P 6G2,1-888-891-7539,(778) 309-6230
SERVICE PLUS #3,Unit 1560 - 4380 No. 3 Rd,Richmond,V6X 3V7,(604) 278-8830,(604) 279-8961
SHAUGHNESSY PHARMACY,1265 W Broadway,Vancouver,V6H 1G7,(604) 423-4246,(604) 423-4376
SHAYONA PHARMACY,108 - 1656 Martin Drive,Surrey,V4A 6E7,(778) 738-1119,(778) 738-1109
SHUSWAP VALLEY PHARMACY,230 Ross St NE,Salmon Arm,V1E 4N2,(250) 835-1095,(250) 835-1108
SIDNEY PHARMACY II,2425B Bevan Ave.,Sidney,V8L 4R7,(250) 656-0744,(250) 656-0757
SILVERMERE PHARMACY,105 - 32423 Lougheed Hwy,Mission,V2V 7B8,(604) 820-8002,(604) 820-8040
SIMILKAMEEN PHARMACY,633 7th Ave,Keremeos,V0X 1N0,(250) 499-5086,(250) 499-5108
SIMPLES DRUGS,916 - 5300 No. 3 Road,Richmond,V6X 2X9,(604) 370-9228,(604) 370-9229
SIMPLES DRUGS #2,"Unit 1471 & 1473, 8388 Capstan Way",Richmond,V6X 4A7,(604) 285-0099,(604) 285-0090
SINA PHARMACY,505 Smithe St,Vancouver,V6B 6H1,(604) 336-7462,(604) 336-7461
SMART SAVE PHARMACY,103 - 7110 120 St,Surrey,V3W 3M8,(778) 565-5760,(778) 565-5761
SOLACE PHARMACY,102 - 1277 Marine Drive,North Vancouver,V7P 1T3,(604) 971-4444,(604) 971-0099
SOMERSET PHARMACY SERVICES,#7 - 13791 - 72nd Ave,Surrey,V3W 9Y9,(604) 590-5509,(604) 590-5523
SOUL RX,1 - 22335 Lougheed Hwy,Maple Ridge,V2X 2T3,(604) 479-9791,(604) 479-9792
SOUTH POINT PHARMACY & MEDICAL CLINIC,102 - 3211 152nd Street,Surrey,V3Z 1H8,(604) 305-5447,(604) 305-5449
SOUTH SLOPE PHARMACY,5203 Rumble Street,Burnaby,V5J 2B7,(604) 245-5299,(604) 245-5299
SOUTHLAND PHARMACY,"3556 West 41st Ave, Unit 1",Vancouver,V6N 3E6,(604) 266-2882,(604) 263-9850
SPARWOOD REMEDY'S RX,#74 - 101 Red Cedar Dr,Sparwood,V0B 2G0,(250) 425-6604,(250) 425-6614
SPRUCE SPECIALTY PHARMACY,116 - 10928 132 St,Surrey,V3T 0R3,(604) 359-5003,(604) 398-8515
SQUAMISH PHARMACY,101 - 37989 Cleveland Ave,Squamish,V8B 0A7,(604) 390-2004,(604) 390-2005
ST GEORGES PHARMACY,1309 St. Georges Ave,North Vancouver,V7L 3J2,(604) 988-7199,(604) 985-8855
ST. ANTHONY'S CLINIC PHARMACY #2,109 - 582 Goldstream Ave,Victoria,V9B 2W7,(250) 478-8338,(250) 478-7866
ST. RAPHAEL PHARMACY,101 - 30461 Blueridge Drive,Abbotsford,V2T 0B1,(604) 744-2038,(604) 744-2064
STEPPING STONE PHARMACY,523 Main Street,Vancouver,V6A 2V1,(604) 282-3973,(604) 282-3974
STERLINGRX PHARMACY,102-3210 25 Ave,Vernon,V1T 1P1,(778) 475-7600,(778) 475-7601
STEVESTON PHARMACY,#101 - 3811 Chatham St.,Richmond,V7E 2Z4,(604) 271-2820,(604) 272-2863
STS PAIN PHARMACY,820 Cormorant St,Victoria,V8W 1R1,(778) 433-7246,(250) 483-6448
STUART LAKE PHARMACY,470 W Stuart Drive Unit #14,Fort St. James,V0J 1P0,(250) 996-7815,(250) 996-7659
SUKH'S PHARMACY,7166 120 St,Surrey,V3W 3M8,(604) 594-0069,(604) 594-0804
SULLIVAN HEIGHTS PHARMACY,#105 - 14340 64 Ave,Surrey,V3W 1Z1,(778) 564-0018,(778) 564-0012
SULLIVAN PHARMACY,#202 - 6355 152 St,Surrey,V3S 3K8,(778) 593-0052,(778) 593-0053
SUMMERLAND PHARMACY,"100 - 13009 Rosedale Ave, PO Box 579",Summerland,V0H 1Z0,(250) 494-0531,(250) 494-0778
SUN PEAKS PHARMACY,#5 - 1240 Alpine Rd,Sun Peaks,V0E 5N0,778-760-4179,778-760-4179
SUN VALLEY PHARMACY,1-9145 Main Street,Osoyoos,V0H 1V2,(778) 738-1115,(236) 577-2982
SUNCOAST PHARMACY,103 - 5531 Inlet Ave,Sechelt,V0N 3A0,(604) 885-2899,(604) 885-2820
SUNCOAST PHARMACY #15,12887 Madeira Park Rd,Madeira Park,V0N 2H0,(604) 883-2888,(604) 883-2804
SUNNYSIDE EVERGREEN PHARMACY,2397 King George Blvd,Surrey,V4A 5A4,(604) 536-4404,(604) 536-4572
SUNSET PHARMACY LTD.,3818 Sunset St.,Burnaby,V5G 1T3,(604) 435-3830,(604) 435-3834
SUNWEST PHARMACY,105 - 14888 104 Ave,Surrey,V3R 1M4,(778) 293-2273,(778) 293-2274
SUPER GROCER AND PHARMACY,130 - 3591 Chatham Street,Richmond,V7E 2Z1,(604) 274-7878,(604) 274-7800
SUPER-CARE PHARMACY,9225 Main St,Chilliwack,V2P 4M8,(604) 792-6260,(604) 792-6217
SUPERSAVE PHARMACY,3443 Kingsway,Vancouver,V5R 5L3,(604) 438-5773,(604) 438-5767
SUPRA NORTHSHORE PHARMACY,748 Tranquille Road,Kamloops,V2B 3J2,(250) 434-4441,(250) 434-4449
SURLANG MEDICINE CENTRE PHARMACY,105 - 19475 Fraser Hwy,Surrey,V3S 6K7,(604) 533-1041,(604) 533-1051
SURREY PHARMACY,7141 King George Blvd,Surrey,V3W 5A4,(604) 572-3060,(604) 572-3065
SURREY TRUE HEALTH PHARMACY INC.,105-10334 152A St,Surrey,V3R 7P8,(604) 954-1581,1(833) 444-0309
TABLET PHARMACY,4 - 154 Middleton Avenue,Parksville,V9P 2G9,(250) 947-9929,(250) 947-9083
TABLET PHARMACY #3,101-6373 Hammond Bay Rd,Nanaimo,V9T 5Y1,(250) 933-0093,(250) 933-1033
TABLET PHARMACY QUALICUM,2 - 219 Fern Rd W,Qualicum Beach,V9K 2M2,(250) 947-1230,(250) 410-1248
TANG'S PRESCRIPTIONS,1306 Central St E,Prince George,V2M 3C1,(250) 596-6888,(250) 596-6889
TELUS HEALTH VIRTUAL PHARMACY,#165 - 21320 Gordon Way,Richmond,V6W 1J8,(604) 370-1999,(604) 370-2030
THE DRIVE PHARMACY,1684 Commercial Dr,Vancouver,V5L 3Y4,(604) 254-0133,(604) 254-0134
THE LOCAL PHARMACY,Unit 102 - 225 Rutland Road South,Kelowna,V1X 2Z3,(778) 583-5992,(778) 583-5994
THE PHARMACY LANGLEY,116 - 5501 204 St,Langley,V3A 5N8,(778) 277-0024,(778) 277-0025
THE VILLAGE PHARMACY,9025 160 St,Surrey,V4N 2X7,(604) 589-0012,(604) 589-0344
THIRD AVENUE PHARMACY,1467 - 3rd Ave,Prince George,V2L 3G1,(250) 564-7147,(250) 564-2517
THREE RIVERS PHARMACY,2510 Highway 62,Hazelton,V0J 1Y0,(250) 842-6040,(250) 842-0154
THRIFTY FOODS AND PHARMACY #9454,475 Simcoe Street,Victoria,V8V 4T4,(250) 386-8337,(250) 386-8334
THRIFTY FOODS AND PHARMACY #9458,280 East Island Hwy,Parksville,V9P 2H1,(250) 947-2535,(250) 947-2536
THRIFTY FOODS AND PHARMACY #9461,3475 Quadra Street,Victoria,V8X 1G8,(250) 382-2881,(250) 382-2801
THRIFTY FOODS AND PHARMACY #9464,5801 Turner Road,Nanaimo,V9T 6L8,(250) 729-7240,(250) 729-9802
THRIFTY FOODS AND PHARMACY #9467,1400 Ironwood St,Campbell River,V9W 5T5,(250) 850-3585,(250) 850-3586
THRIFTY FOODS AND PHARMACY #9470,170 Brew St,Port Moody,V3H 0E7,(604) 949-4253,(604) 949-4254
THRIFTY FOODS AND PHARMACY #9471,1 2755 Beverly St,Duncan,V9L 6X2,(250) 715-2654,(250) 715-2655
THRIFTY FOODS AND PHARMACY #9472,#102 - 15745 Croydon Dr,Surrey,V3Z 2L5,(604) 542-7853,(604) 542-7854
THRIFTY FOODS AND PHARMACY #9478,#100 - 444 Lerwick Rd,Courtenay,V9N 0A9,(250) 331-5103,(250) 331-5104
THRIFTY FOODS AND PHARMACY #9480,3011 Merchant Way,Langford,V9B 0W9,250-391-4048,250-391-4073
THRIFTY FOODS AND PHARMACY #9481,1551 Cliffe Ave,Courtenay,V9N 2K6,(250) 331-4999,(250) 331-4991
THRIVE PHARMACY,Unit 101 - 10663 King George Blvd,Surrey,V3T 2X6,(604) 498-4444,(604) 498-8266
TOFINO PHARMACY,"360 Campbell Street, P.O. Box 509",Tofino,V0R 2Z0,(250) 725-3101,(250) 725-4491
TOTALCARE RX,4345 Hastings St,Burnaby,V5C 2J7,(604) 451-0005,(604) 451-0007
TOWN CENTRE PHARMACY,130 - 1153 The High St,Coquitlam,V3B 0B7,(604) 475-8508,(604) 475-8509
TSAWWASSEN PHARMACY,#104 - 1077 - 56th St.,Delta,V4L 2A2,(604) 943-9341,(604) 943-2935
TUMBLER RIDGE PHARMACY,"#110 - 230 Main Street, P.O. Box 1739",Tumbler Ridge,V0C 2W0,(250) 242-3333,(250) 242-3343
TURTLE BAY PHARMACY,801 - 11850 Oceola Rd,Lake Country,V4V 2T5,(778) 480-6644,(778) 480-8100
TWIG FERTILITY PHARMACY,200-525 West 8th Avenue West,Vancouver,V5Z 1C6,(778) 743-8944,(778) 693-4390
TWO NICE GUYS PHARMACY,102 - 555 Montgomery Rd,Kelowna,V1X 3C6,(778) 753-6897,(778) 753-6903
UCLUELET CO-OP PHARMACY,"1580 Peninsula Rd, Box 100",Ucluelet,V0R 3A0,(250) 726-4342,(250) 726-2760
UNICARE PHARMACY,102 - 3325 Kingsway,Vancouver,V5R 5K6,(604) 438-5155,(604) 438-5155
UNIONBAY PHARMACY,313 Mcleod Rd,Union Bay,V0R 3B0,(250) 335-4590,(250) 335-4592
UNIVERSAL PHARMACY,1115 - 7318 137 St,Surrey,V3W 1A3,(604) 594-9535,(604) 594-9540
UNIVERSITY HEIGHTS PHARMACY,103B - 3994 Shelbourne Street,Victoria,V8N 3E2,(250) 590-8886,(250) 590-8377
UNIVERSITY PHARMACY (1987) LTD.,5754 University Blvd.,Vancouver,V6T 1K6,(604) 224-3202,(604) 224-3203
UPRX,224 - 3989 Henning Drive,Burnaby,V5C 6P8,604-291-1094,604-291-0827
UPTOWN DRUGS PEOPLES PHARMACY,508 Sixth Ave,New Westminster,V3L 1V3,(604) 520-3009,(833) 694-1527
URBAN CARE PHARMACY,100 - 678 Hastings St E,Vancouver,V6A 1R1,(604) 566-0800,(604) 566-0801
URBAN FARE PHARMACY #7614 - YALETOWN,177 Davie St,Vancouver,V6Z 2Y1,(604) 975-7544,(604) 975-7551
UVIC CAMPUS PHARMACY,"University of Victoria, S.U.B. #B138, 3800 Finnerty Rd",Victoria,V8P 5C2,(250) 721-3400,(250) 472-5183
VALLEY EVERGREEN PHARMACY,20577 Douglas Crescent,Langley,V3A 4B6,(604) 534-1332,(604) 534-8678
VALLEY OUTREACH PHARMACY,#48 - 3347 262 St,Aldergrove,V4W 3V9,(604) 381-5977,(604) 381-5978
VALLEY PHARMACY,Unit 10 - 45955 Yale Rd,Chilliwack,V2P 2M4,(604) 392-2211,(604) 392-2212
VALUE DRUG MART WILLOUGHBY,A125 - 8045 204 Street,Langley,V2Y 5K1,(236) 471-6978,(236) 471-6977
VANCOUVER PHARMACY,"The Lux, 67 Hastings St E",Vancouver,V6A 0A7,(604) 669-5990,(604) 669-5981
VANDERHOOF MEDICINE CENTRE,2436 Church Ave,Vanderhoof,V0J 3A0,(250) 567-5568,(250) 567-5561
VEDDER PHARMACY,106 - 5535 Vedder Road,Chilliwack,V2R 6H8,(604) 647-3571,(604) 800-0628
VICTORIA COMPOUNDING PHARMACY,1089 Fort St.,Victoria,V8V 3K5,(250) 388-5181,(250) 388-5191
VIEW ST. PHARMACY,867 View St,Victoria,V8W 1K1,(250) 361-3773,(250) 361-3730
VILLAGE PHARMACY,9537 Erickson Drive,Burnaby,V3J 1M9,(604) 421-4388,(604) 421-4589
VINA PHARMACY,#118 - 888 Kingsway,Vancouver,V5V 3C3,(604) 669-1623,(604) 669-1623
VITAL HEALTH PHARMACY,1825 Fort St,Victoria,V8R 1J6,(778) 433-6060,(778) 433-7071
VITAL HEALTH PHARMACY #2,560 West Ave,Kelowna,V1Y 4Z4,(778) 738-3195,(778) 738-3196
VITAL HEALTH PHARMACY #3,Suite 101 - 1990 Fort Street,Victoria,V8R 6V4,(778) 949-8482,(778) 247-2309
VIVA MED PHARMACY,Unit 120 - 6345 120 St,Delta,V4E 2A6,(604) 599-9442,(604) 599-9380
VSTAR PHARMACY,4012 Hastings St,Burnaby,V5C 2H9,(604) 291-1205,(604) 291-1206
WALLACE PHARMACY,102 100 Wallace Street,Nanaimo,V9R 5B1,(250) 753-8686,(250) 753-8871
WAL-MART PHARMACY #1011,1601 Marcolin Drive,Trail,V1R 4Y1,(250) 364-2707,1-(855)-983-1231
WAL-MART PHARMACY #1015,39210 Discovery Way,Squamish,V8B 0N1,(604) 815-4630,(604) 815-4657
WAL-MART PHARMACY #1018,3355 Johnston Rd,Port Alberni,V9Y 8K1,(250) 720-0916,1-855-983-0996
WAL-MART PHARMACY #1036,100 - 3900 Crawford Ave,Merritt,V1K 0A4,(250) 315-1371,(250) 315-1356
WAL-MART PHARMACY #1077,1477 Island Hwy,Campbell River,V9W 8E5,(250) 287-2372,(250) 287-7335
WAL-MART PHARMACY #1093,2170 Louie Dr,Westbank,V4T 3E5,(250) 768-1759,(250) 768-3204
WAL-MART PHARMACY #1100,2991A 9 Ave SW,Salmon Arm,V1E 0C3,(250) 803-4403,1 (855) 983-1015
WAL-MART PHARMACY #1104,3585 Grandview Hwy,Vancouver,V5M 2G7,(604) 435-6150,(604) 435-6437
WAL-MART PHARMACY #1106,1205 Prosperity Way,Williams Lake,V2G 0A6,(250) 305-6899,(250) 305-1145
WAL-MART PHARMACY #1112,2150 Hawkins St,Port Coquitlam,V3B 0G6,(604) 472-1260,(604) 472-1216
WAL-MART PHARMACY #1113,"Ground Level, Unit A100 - 3122 Mt Lehman Rd",Abbotsford,V2T 0C5,(604) 504-2070,(604) 504-2093
WAL-MART PHARMACY #1119,31956 Lougheed Hwy,Mission,V2V 0C6,(604) 820-4248,(604) 820-8046
WAL-MART PHARMACY #1181,5143 Canoe Pass Way,Tsawwassen,V4M 0B2,(778) 783-5381,(604) 948-0642
WAL-MART PHARMACY #1192,"Royal City Center, 101 - 610 Sixth St",New Westminster,V3L 3C2,(604) 395-8482,(604) 395-8304
WAL-MART PHARMACY #1205,2151 - 10153 King George Blvd,Surrey,V3T 2W3,(604) 495-8698,(604) 495-8682
WAL-MART PHARMACY #1206,11850 224 St,Maple Ridge,V2X 8S1,(778) 306-9937,(604) 467-0916
WAL-MART PHARMACY #1207,7155 120 St,Delta,V4E 2B1,(604) 595-3618,(604) 595-5553
WAL-MART PHARMACY #1208,"Coquitlam Centre, 3010 - 2929 Barnet Hwy",Coquitlam,V3B 5R5,(778) 284-3311,(778) 284-2542
WAL-MART PHARMACY #1213,4545 Central Blvd,Burnaby,V5H 4J5,(778) 328-1121,(778) 783-4275
WAL-MART PHARMACY #1214,1644 Hillside Ave,Victoria,V8T 2C5,(250) 220-2573,(250) 410-1251
WAL-MART PHARMACY #3008,300-9855 Austin Rd,Burnaby,V3J 1N5,(604) 421-0353,(604) 421-5941
WAL-MART PHARMACY #3019,1812 Vedder Way,Abbotsford,V2S 8K1,(604) 854-1375,(604) 854-1477
WAL-MART PHARMACY #3025,3020 Drinkwater Rd,Duncan,V9L 6C6,(250) 748-1226,1-855-983-1031
WAL-MART PHARMACY #3040,Unit #100 - 1055 Hillside Drive,Kamloops,V2E 2S5,(250) 374-8874,(250) 377-0125
WAL-MART PHARMACY #3042,1555 Banks Rd,Kelowna,V1X 7Y8,(250) 860-9145,(250) 860-8172
WAL-MART PHARMACY #3057,"Capilano Mall, 925 Marine Drive",North Vancouver,V7P 1S2,(604) 984-3441,(604) 984-3345
WAL-MART PHARMACY #3059,"Woodgrove Centre, 6801 Island Hwy N",Nanaimo,V9T 6N8,(250) 390-2334,(250) 390-2611
WAL-MART PHARMACY #3060,"Chahko Mika Mall, 1000 Lakeside Drive",Nelson,V1L 5Z4,(250) 352-7842,(250) 352-3090
WAL-MART PHARMACY #3070,"Peachtree Mall, 275 West Green Ave.",Penticton,V2A 7J2,(250) 493-6677,(250) 493-7318
WAL-MART PHARMACY #3072,"Town Centre Mall, #50 - 7100 Alberni Street",Powell River,V8A 5K9,(604) 485-0141,1-855-983-1054
WAL-MART PHARMACY #3098,"Guildford Town Ctr., Unit 1000, 10355 152 St",Surrey,V3R 7C3,(604) 585-7440,(604) 588-3759
WAL-MART PHARMACY #3109,3460 Saanich Rd,Victoria,V8Z 0B9,(250) 475-7512,(250) 475-7506
WAL-MART PHARMACY #3158,A 20202 66th Avenue,Langley,V2Y 1P3,(604) 539-5230,(604) 539-5290
WAL-MART PHARMACY #3163,3199 Cliffe Ave,Courtenay,V9N 2L9,(250) 898-8955,(250) 898-8954
WAL-MART PHARMACY #3167,"Eagle Landing South, 8249 Eagle Landing Pky",Chilliwack,V2R 0P9,(604) 792-7638,(604) 792-7643
WAL-MART PHARMACY #3169,2200 - 58 Avenue,Vernon,V1T 9T2,(250) 558-0562,(250) 558-0591
WAL-MART PHARMACY #3183,2100 Willowbrook Drive,Cranbrook,V1C 7H2,(250) 489-5338,(250) 489-5008
WAL-MART PHARMACY #3188,860 Langford Parkway,Victoria,V9B 2P3,(250) 391-0244,(250) 391-0813
WAL-MART PHARMACY #3199,890 Rita Rd,Quesnel,V2J 7J3,(833) 768-1326,(250) 747-2368
WAL-MART PHARMACY #3651,6565 Southridge Ave,Prince George,V2N 6Z4,(250) 906-3206,(250) 906-3263
WAL-MART PHARMACY #3652,9251 Alderbridge Way,Richmond,V6X 0N1,(604) 288-4396,(778) 783-5389
WAL-MART PHARMACY #3661,9007 96A St,Fort St. John,V1J 7B6,(250) 261-5585,(250) 261-5556
WAL-MART PHARMACY #5776,#600 Highway 2,Dawson Creek,V1G 4E8,(250) 719-0241,(250) 719-0238
WAL-MART PHARMACY #5777,A100 805 Boyd St,New Westminster,V3M 5G7,(604) 524-1264,(604) 524-1329
WAL-MART PHARMACY #5834,4427 16 Hwy W,Terrace,V8G 5L5,(250) 615-2047,(250) 615-3247
WAL-MART PHARMACY #5838,12451 - 88 Ave,Surrey,V3W 1P8,(604) 597-9169,(604) 597-6178
WAL-MART PHARMACY #5853,2355 160 St,Surrey,V3Z 9N6,(604) 541-8567,(604) 541-6074
WE CARE PHARMACY,100 - 6329 King George Blvd,Surrey,V3X 1G1,(604) 593-6924,(604) 593-6925
WE CARE PHARMACY #2,"13588 88 Ave, Unit #110",Surrey,V3W 3K8,(778) 565-7988,(778) 565-7989
WE CARE PHARMACY #3,103 - 6321 King George Blvd,Surrey,V3X 1G1,(778) 564-1898,(778) 564-1897
WE PHARMACY,B110 - 20487 65 Ave,Langley,V2Y 3K7,(778) 366-5400,(778) 366-5401
WELDON PHARMACY,4676 Hastings St,Burnaby,V5C 2K5,(604) 365-4444,(604) 368-4444
WELL PHARMACY,#106 - 2504 Skaha Lake Road,Penticton,V2A 6G1,(778) 476-1492,(778) 476-1711
WELLCARE RX,#107 - 7445 120 St,Delta,V4C 0B3,(604) 572-7755,(604) 572-7752
WELLNESS PHARMACY,#109 - 805 West Broadway,Vancouver,V5Z 1K1,(604) 709-3131,(604) 709-3121
WELLNESS PHARMACY #2,#100 - 22314 Fraser Hwy,Langley,V3A 8M6,(604) 530-5300,(604) 530-7250
WELLNESS PHARMACY NO. 3,103 - 13737 96 Ave,Surrey,V3V 0C6,(604) 951-1002,(604) 951-1003
WELLNESS PHARMACY NO. 4,115 - 6180 Blundell Rd,Richmond,V7C 4W7,(604) 277-3747,(604) 277-3748
WELLNESS PHARMACY NO. 5,5138 Joyce St,Vancouver,V5R 4H1,(604) 638-0353,(604) 638-0354
WELLNESS PHARMACY NO. 6,100 - 1133 Lonsdale Ave,North Vancouver,V7M 2H4,(604) 971-5400,(604) 971-5401
WELLNESS PHARMACY NO. 8,420 Abbott St,Vancouver,V6B 2L1,(604) 681-2272,(604) 681-3372
WELLNESS PHARMACY NO. 9,102 - 2180 Gladwin Rd,Abbotsford,V2S 0H4,(604) 859-8883,(604) 859-8862
WELLNESS PHARMACY NO. 12,101 - 9123 Mary St,Chilliwack,V2P 4H7,604-795-9501,604-795-9525
WESCANA PHARMACY # 1,6686 Fraser St.,Vancouver,V5X 3T5,(604) 324-6734,(604) 324-1114
WESCANA PHARMACY DELTA,#103 - 6935 - 120 St,Delta,V4E 2A8,(604) 591-7453,(604) 591-7463
WEST 10TH MEDICAL PHARMACY LTD.,4439 West 10th Ave.,Vancouver,V6R 2H8,(604) 222-2028,(604) 222-2086
WEST END MEDICINE CENTRE,2004 Eighth Ave.,New Westminster,V3M 2T5,(604) 522-5636,(604) 524-6488
WHATCOM PHARMACY AND COMPOUNDING,106 - 2100 Whatcom Rd,Abbotsford,V3G 2K8,(604) 744-1266,(604) 744-1267
WHITE ROCK PHARMACY,102 - 1440 George St,White Rock,V4B 4A3,(604) 542-4878,(604) 542-4895
WHOLE HEALTH PHARMACY,101 - 6007 Southridge Avenue,Prince George,V2N 6Z4,(778) 416-5010,(778) 693-3624
WILLOWBROOK PHARMACY,158B - 19653 Willowbrook Dr,Langley,V2Y 1A5,(604) 530-9888,(604) 530-9828
WILSON PHARMACY,#3 - 2185 Wilson Ave.,Port Coquitlam,V3C 6C1,(604) 942-4611,(604) 942-1554
WILSON PHARMACY NO. 2,709 - 2071 Kingsway Ave,Port Coquitlam,V3C 6N2,(778) 285-2800,(604) 554-0201
WINMED PHARMACY,#104 - 32450 Simon Ave,Abbotsford,V2T 4J2,(604) 746-0201,(604) 746-0203
YALE PHARMACY,1284 Granville St,Vancouver,V6Z 1M4,(604) 692-0211,(604) 683-0211
YALE ROAD PHARMACY,101 - 46198 Yale Rd,Chilliwack,V2P 2P1,(604) 795-1157,(604) 702-0656
YNP DUNBAR PHARMACY - YOUR NEIGHBORHOOD PHARMACY,4198 Dunbar St,Vancouver,V6S 2E7,(604) 730-1788,(604) 730-1789
YNP FRASER PHARMACY,3373 Fraser Street,Vancouver,V5V 4C2,(604) 669-4364,(604) 669-4308
YORK PHARMACY,110 - 7938 128 St,Surrey,V3W 4E8,(604) 598-4679,(604) 598-4684
YORKSON PHARMACY,140-20144 86 Ave,Langley,V2Y 3W6,(778) 366-3552,(778) 366-3559
YYOUNG MEDICINE MART,5570 Cambie St,Vancouver,V5Z 3A2,(604) 324-3848,(604) 324-1727
YYOUNG MEDICINE MART MAIN,1721 Main St,Vancouver,V5T 3B5,(604) 658-8881,(604) 630-1001
ZEN PHARMACY,2424 St Johns St,Port Moody,V3H 2B1,(604) 937-6069,(604) 634-7502
